name,features,unsafe,stability,file
_mm_aesdec_si128,aes,False,stable,aes.rs
_mm_aesdeclast_si128,aes,False,stable,aes.rs
_mm_aesenc_si128,aes,False,stable,aes.rs
_mm_aesenclast_si128,aes,False,stable,aes.rs
_mm_aesimc_si128,aes,False,stable,aes.rs
_mm_aeskeygenassist_si128,aes,False,stable,aes.rs
_mm256_cmp_pd,avx,False,stable,avx.rs
_mm256_cmp_ps,avx,False,stable,avx.rs
_mm256_cvtpd_epi32,avx,False,stable,avx.rs
_mm256_cvtps_epi32,avx,False,stable,avx.rs
_mm256_cvttpd_epi32,avx,False,stable,avx.rs
_mm256_cvttps_epi32,avx,False,stable,avx.rs
_mm256_dp_ps,avx,False,stable,avx.rs
_mm256_lddqu_si256,avx,True,stable,avx.rs
_mm256_max_pd,avx,False,stable,avx.rs
_mm256_max_ps,avx,False,stable,avx.rs
_mm256_min_pd,avx,False,stable,avx.rs
_mm256_min_ps,avx,False,stable,avx.rs
_mm256_permutevar_pd,avx,False,stable,avx.rs
_mm256_permutevar_ps,avx,False,stable,avx.rs
_mm256_rcp_ps,avx,False,stable,avx.rs
_mm256_round_pd,avx,False,stable,avx.rs
_mm256_round_ps,avx,False,stable,avx.rs
_mm256_rsqrt_ps,avx,False,stable,avx.rs
_mm256_sqrt_pd,avx,False,stable,avx.rs
_mm256_sqrt_ps,avx,False,stable,avx.rs
_mm256_stream_pd,avx,True,stable,avx.rs
_mm256_stream_ps,avx,True,stable,avx.rs
_mm256_stream_si256,avx,True,stable,avx.rs
_mm256_testc_pd,avx,False,stable,avx.rs
_mm256_testc_ps,avx,False,stable,avx.rs
_mm256_testnzc_pd,avx,False,stable,avx.rs
_mm256_testnzc_ps,avx,False,stable,avx.rs
_mm256_testnzc_si256,avx,False,stable,avx.rs
_mm256_testz_pd,avx,False,stable,avx.rs
_mm256_testz_ps,avx,False,stable,avx.rs
_mm256_zeroall,avx,False,stable,avx.rs
_mm256_zeroupper,avx,False,stable,avx.rs
_mm_cmp_pd,avx,False,stable,avx.rs
_mm_cmp_ps,avx,False,stable,avx.rs
_mm_cmp_sd,avx,False,stable,avx.rs
_mm_cmp_ss,avx,False,stable,avx.rs
_mm_permutevar_pd,avx,False,stable,avx.rs
_mm_permutevar_ps,avx,False,stable,avx.rs
_mm_testnzc_pd,avx,False,stable,avx.rs
_mm_testnzc_ps,avx,False,stable,avx.rs
_mm256_hadds_epi16,avx2,False,stable,avx2.rs
_mm256_hsubs_epi16,avx2,False,stable,avx2.rs
_mm256_i32gather_epi32,avx2,True,stable,avx2.rs
_mm256_i32gather_epi64,avx2,True,stable,avx2.rs
_mm256_i32gather_pd,avx2,True,stable,avx2.rs
_mm256_i32gather_ps,avx2,True,stable,avx2.rs
_mm256_i64gather_epi32,avx2,True,stable,avx2.rs
_mm256_i64gather_epi64,avx2,True,stable,avx2.rs
_mm256_i64gather_pd,avx2,True,stable,avx2.rs
_mm256_i64gather_ps,avx2,True,stable,avx2.rs
_mm256_madd_epi16,avx2,False,stable,avx2.rs
_mm256_maddubs_epi16,avx2,False,stable,avx2.rs
_mm256_mask_i32gather_epi32,avx2,True,stable,avx2.rs
_mm256_mask_i32gather_epi64,avx2,True,stable,avx2.rs
_mm256_mask_i32gather_pd,avx2,True,stable,avx2.rs
_mm256_mask_i32gather_ps,avx2,True,stable,avx2.rs
_mm256_mask_i64gather_epi32,avx2,True,stable,avx2.rs
_mm256_mask_i64gather_epi64,avx2,True,stable,avx2.rs
_mm256_mask_i64gather_pd,avx2,True,stable,avx2.rs
_mm256_mask_i64gather_ps,avx2,True,stable,avx2.rs
_mm256_mpsadbw_epu8,avx2,False,stable,avx2.rs
_mm256_mulhrs_epi16,avx2,False,stable,avx2.rs
_mm256_packs_epi16,avx2,False,stable,avx2.rs
_mm256_packs_epi32,avx2,False,stable,avx2.rs
_mm256_packus_epi16,avx2,False,stable,avx2.rs
_mm256_packus_epi32,avx2,False,stable,avx2.rs
_mm256_permutevar8x32_epi32,avx2,False,stable,avx2.rs
_mm256_permutevar8x32_ps,avx2,False,stable,avx2.rs
_mm256_sad_epu8,avx2,False,stable,avx2.rs
_mm256_shuffle_epi8,avx2,False,stable,avx2.rs
_mm256_sign_epi16,avx2,False,stable,avx2.rs
_mm256_sign_epi32,avx2,False,stable,avx2.rs
_mm256_sign_epi8,avx2,False,stable,avx2.rs
_mm256_sll_epi16,avx2,False,stable,avx2.rs
_mm256_sll_epi32,avx2,False,stable,avx2.rs
_mm256_sll_epi64,avx2,False,stable,avx2.rs
_mm256_sra_epi16,avx2,False,stable,avx2.rs
_mm256_sra_epi32,avx2,False,stable,avx2.rs
_mm256_srl_epi16,avx2,False,stable,avx2.rs
_mm256_srl_epi32,avx2,False,stable,avx2.rs
_mm256_srl_epi64,avx2,False,stable,avx2.rs
_mm256_stream_load_si256,avx2,True,stable,avx2.rs
_mm_i32gather_epi32,avx2,True,stable,avx2.rs
_mm_i32gather_epi64,avx2,True,stable,avx2.rs
_mm_i32gather_pd,avx2,True,stable,avx2.rs
_mm_i32gather_ps,avx2,True,stable,avx2.rs
_mm_i64gather_epi32,avx2,True,stable,avx2.rs
_mm_i64gather_epi64,avx2,True,stable,avx2.rs
_mm_i64gather_pd,avx2,True,stable,avx2.rs
_mm_i64gather_ps,avx2,True,stable,avx2.rs
_mm_mask_i32gather_epi32,avx2,True,stable,avx2.rs
_mm_mask_i32gather_epi64,avx2,True,stable,avx2.rs
_mm_mask_i32gather_pd,avx2,True,stable,avx2.rs
_mm_mask_i32gather_ps,avx2,True,stable,avx2.rs
_mm_mask_i64gather_epi32,avx2,True,stable,avx2.rs
_mm_mask_i64gather_epi64,avx2,True,stable,avx2.rs
_mm_mask_i64gather_pd,avx2,True,stable,avx2.rs
_mm_mask_i64gather_ps,avx2,True,stable,avx2.rs
_mm512_cvtne2ps_pbh,"avx512bf16,avx512f",False,stable,avx512bf16.rs
_mm512_cvtneps_pbh,"avx512bf16,avx512f",False,stable,avx512bf16.rs
_mm512_cvtpbh_ps,"avx512bf16,avx512f",False,stable,avx512bf16.rs
_mm512_dpbf16_ps,"avx512bf16,avx512f",False,stable,avx512bf16.rs
_mm512_mask_cvtne2ps_pbh,"avx512bf16,avx512f",False,stable,avx512bf16.rs
_mm512_mask_cvtneps_pbh,"avx512bf16,avx512f",False,stable,avx512bf16.rs
_mm512_mask_cvtpbh_ps,"avx512bf16,avx512f",False,stable,avx512bf16.rs
_mm512_mask_dpbf16_ps,"avx512bf16,avx512f",False,stable,avx512bf16.rs
_mm512_maskz_cvtne2ps_pbh,"avx512bf16,avx512f",False,stable,avx512bf16.rs
_mm512_maskz_cvtneps_pbh,"avx512bf16,avx512f",False,stable,avx512bf16.rs
_mm512_maskz_cvtpbh_ps,"avx512bf16,avx512f",False,stable,avx512bf16.rs
_mm512_maskz_dpbf16_ps,"avx512bf16,avx512f",False,stable,avx512bf16.rs
_mm_cvtsbh_ss,"avx512bf16,avx512f",False,unstable,avx512bf16.rs
_mm256_cvtne2ps_pbh,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm256_cvtneps_pbh,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm256_cvtpbh_ps,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm256_dpbf16_ps,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm256_mask_cvtne2ps_pbh,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm256_mask_cvtneps_pbh,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm256_mask_cvtpbh_ps,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm256_mask_dpbf16_ps,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm256_maskz_cvtne2ps_pbh,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm256_maskz_cvtneps_pbh,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm256_maskz_cvtpbh_ps,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm256_maskz_dpbf16_ps,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm_cvtne2ps_pbh,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm_cvtneps_pbh,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm_cvtness_sbh,"avx512bf16,avx512vl",False,unstable,avx512bf16.rs
_mm_cvtpbh_ps,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm_dpbf16_ps,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm_mask_cvtne2ps_pbh,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm_mask_cvtneps_pbh,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm_mask_cvtpbh_ps,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm_mask_dpbf16_ps,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm_maskz_cvtne2ps_pbh,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm_maskz_cvtneps_pbh,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm_maskz_cvtpbh_ps,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm_maskz_dpbf16_ps,"avx512bf16,avx512vl",False,stable,avx512bf16.rs
_mm512_mask_bitshuffle_epi64_mask,avx512bitalg,False,stable,avx512bitalg.rs
_mm512_bitshuffle_epi64_mask,"avx512bitalg,avx512bitalg,avx512vl",False,stable,avx512bitalg.rs
_mm256_bitshuffle_epi64_mask,"avx512bitalg,avx512vl",False,stable,avx512bitalg.rs
_mm256_mask_bitshuffle_epi64_mask,"avx512bitalg,avx512vl",False,stable,avx512bitalg.rs
_mm_bitshuffle_epi64_mask,"avx512bitalg,avx512vl",False,stable,avx512bitalg.rs
_mm_mask_bitshuffle_epi64_mask,"avx512bitalg,avx512vl",False,stable,avx512bitalg.rs
_mm512_dbsad_epu8,avx512bw,False,stable,avx512bw.rs
_mm512_maddubs_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_mask2_permutex2var_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_mask_dbsad_epu8,avx512bw,False,stable,avx512bw.rs
_mm512_mask_madd_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_mask_maddubs_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_mask_mulhrs_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_mask_packs_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_mask_packs_epi32,avx512bw,False,stable,avx512bw.rs
_mm512_mask_packus_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_mask_packus_epi32,avx512bw,False,stable,avx512bw.rs
_mm512_mask_permutex2var_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_mask_permutexvar_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_mask_shuffle_epi8,avx512bw,False,stable,avx512bw.rs
_mm512_mask_sll_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_mask_sra_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_mask_srl_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_maskz_dbsad_epu8,avx512bw,False,stable,avx512bw.rs
_mm512_maskz_madd_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_maskz_maddubs_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_maskz_mulhrs_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_maskz_packs_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_maskz_packs_epi32,avx512bw,False,stable,avx512bw.rs
_mm512_maskz_packus_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_maskz_packus_epi32,avx512bw,False,stable,avx512bw.rs
_mm512_maskz_permutex2var_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_maskz_permutexvar_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_maskz_shuffle_epi8,avx512bw,False,stable,avx512bw.rs
_mm512_maskz_sll_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_maskz_sra_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_maskz_srl_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_packs_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_packs_epi32,avx512bw,False,stable,avx512bw.rs
_mm512_packus_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_packus_epi32,avx512bw,False,stable,avx512bw.rs
_mm512_permutexvar_epi16,avx512bw,False,stable,avx512bw.rs
_mm512_madd_epi16,"avx512bw,avx512bw,avx512vl",False,stable,avx512bw.rs
_mm512_mask_cvtsepi16_storeu_epi8,"avx512bw,avx512bw,avx512vl",True,stable,avx512bw.rs
_mm512_mask_cvtusepi16_storeu_epi8,"avx512bw,avx512bw,avx512vl",True,stable,avx512bw.rs
_mm512_mulhrs_epi16,"avx512bw,avx512bw,avx512vl",False,stable,avx512bw.rs
_mm512_permutex2var_epi16,"avx512bw,avx512bw,avx512vl",False,stable,avx512bw.rs
_mm512_sad_epu8,"avx512bw,avx512bw,avx512vl",False,stable,avx512bw.rs
_mm512_shuffle_epi8,"avx512bw,avx512bw,avx512vl",False,stable,avx512bw.rs
_mm512_sll_epi16,"avx512bw,avx512bw,avx512vl",False,stable,avx512bw.rs
_mm512_sra_epi16,"avx512bw,avx512bw,avx512vl",False,stable,avx512bw.rs
_mm512_srl_epi16,"avx512bw,avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_cvtsepi16_epi8,"avx512bw,avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_cvtusepi16_epi8,"avx512bw,avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_dbsad_epu8,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_mask2_permutex2var_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_mask_cvtsepi16_storeu_epi8,"avx512bw,avx512vl",True,stable,avx512bw.rs
_mm256_mask_cvtusepi16_storeu_epi8,"avx512bw,avx512vl",True,stable,avx512bw.rs
_mm256_mask_dbsad_epu8,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_mask_madd_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_mask_maddubs_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_mask_mulhrs_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_mask_packs_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_mask_packs_epi32,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_mask_packus_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_mask_packus_epi32,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_mask_permutex2var_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_mask_permutexvar_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_mask_shuffle_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_mask_sll_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_mask_sra_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_mask_srl_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_maskz_dbsad_epu8,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_maskz_madd_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_maskz_maddubs_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_maskz_mulhrs_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_maskz_packs_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_maskz_packs_epi32,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_maskz_packus_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_maskz_packus_epi32,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_maskz_permutex2var_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_maskz_permutexvar_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_maskz_shuffle_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_maskz_sll_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_maskz_sra_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_maskz_srl_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_permutex2var_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm256_permutexvar_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_dbsad_epu8,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask2_permutex2var_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_cvtsepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_cvtsepi16_storeu_epi8,"avx512bw,avx512vl",True,stable,avx512bw.rs
_mm_mask_cvtusepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_cvtusepi16_storeu_epi8,"avx512bw,avx512vl",True,stable,avx512bw.rs
_mm_mask_dbsad_epu8,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_madd_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_maddubs_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_mulhrs_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_packs_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_packs_epi32,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_packus_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_packus_epi32,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_permutex2var_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_permutexvar_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_shuffle_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_sll_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_sra_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_mask_srl_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_cvtsepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_cvtusepi16_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_dbsad_epu8,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_madd_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_maddubs_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_mulhrs_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_packs_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_packs_epi32,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_packus_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_packus_epi32,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_permutex2var_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_permutexvar_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_shuffle_epi8,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_sll_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_sra_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_maskz_srl_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_permutex2var_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm_permutexvar_epi16,"avx512bw,avx512vl",False,stable,avx512bw.rs
_mm512_conflict_epi64,avx512cd,False,stable,avx512cd.rs
_mm512_mask_conflict_epi32,avx512cd,False,stable,avx512cd.rs
_mm512_mask_conflict_epi64,avx512cd,False,stable,avx512cd.rs
_mm512_maskz_conflict_epi32,avx512cd,False,stable,avx512cd.rs
_mm512_maskz_conflict_epi64,avx512cd,False,stable,avx512cd.rs
_mm512_conflict_epi32,"avx512cd,avx512cd,avx512vl",False,stable,avx512cd.rs
_mm256_conflict_epi32,"avx512cd,avx512vl",False,stable,avx512cd.rs
_mm256_conflict_epi64,"avx512cd,avx512vl",False,stable,avx512cd.rs
_mm256_mask_conflict_epi32,"avx512cd,avx512vl",False,stable,avx512cd.rs
_mm256_mask_conflict_epi64,"avx512cd,avx512vl",False,stable,avx512cd.rs
_mm256_maskz_conflict_epi32,"avx512cd,avx512vl",False,stable,avx512cd.rs
_mm256_maskz_conflict_epi64,"avx512cd,avx512vl",False,stable,avx512cd.rs
_mm_conflict_epi32,"avx512cd,avx512vl",False,stable,avx512cd.rs
_mm_conflict_epi64,"avx512cd,avx512vl",False,stable,avx512cd.rs
_mm_mask_conflict_epi32,"avx512cd,avx512vl",False,stable,avx512cd.rs
_mm_mask_conflict_epi64,"avx512cd,avx512vl",False,stable,avx512cd.rs
_mm_maskz_conflict_epi32,"avx512cd,avx512vl",False,stable,avx512cd.rs
_mm_maskz_conflict_epi64,"avx512cd,avx512vl",False,stable,avx512cd.rs
_mm512_cvt_roundepi64_ps,avx512dq,False,stable,avx512dq.rs
_mm512_cvt_roundepu64_pd,avx512dq,False,stable,avx512dq.rs
_mm512_cvt_roundepu64_ps,avx512dq,False,stable,avx512dq.rs
_mm512_cvt_roundpd_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_cvt_roundpd_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_cvt_roundps_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_cvt_roundps_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_cvtepi64_pd,avx512dq,False,stable,avx512dq.rs
_mm512_cvtepi64_ps,avx512dq,False,stable,avx512dq.rs
_mm512_cvtepu64_pd,avx512dq,False,stable,avx512dq.rs
_mm512_cvtepu64_ps,avx512dq,False,stable,avx512dq.rs
_mm512_cvtpd_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_cvtpd_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_cvtps_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_cvtps_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_cvtt_roundpd_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_cvtt_roundpd_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_cvtt_roundps_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_cvtt_roundps_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_cvttpd_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_cvttpd_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_cvttps_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_cvttps_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_fpclass_pd_mask,avx512dq,False,stable,avx512dq.rs
_mm512_fpclass_ps_mask,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvt_roundepi64_pd,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvt_roundepi64_ps,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvt_roundepu64_pd,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvt_roundepu64_ps,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvt_roundpd_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvt_roundpd_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvt_roundps_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvt_roundps_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvtepi64_pd,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvtepi64_ps,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvtepu64_pd,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvtepu64_ps,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvtpd_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvtpd_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvtps_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvtps_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvtt_roundpd_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvtt_roundpd_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvtt_roundps_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvtt_roundps_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvttpd_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvttpd_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvttps_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_cvttps_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_mask_fpclass_pd_mask,avx512dq,False,stable,avx512dq.rs
_mm512_mask_fpclass_ps_mask,avx512dq,False,stable,avx512dq.rs
_mm512_mask_range_pd,avx512dq,False,stable,avx512dq.rs
_mm512_mask_range_ps,avx512dq,False,stable,avx512dq.rs
_mm512_mask_range_round_pd,avx512dq,False,stable,avx512dq.rs
_mm512_mask_range_round_ps,avx512dq,False,stable,avx512dq.rs
_mm512_mask_reduce_pd,avx512dq,False,stable,avx512dq.rs
_mm512_mask_reduce_ps,avx512dq,False,stable,avx512dq.rs
_mm512_mask_reduce_round_pd,avx512dq,False,stable,avx512dq.rs
_mm512_mask_reduce_round_ps,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvt_roundepi64_pd,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvt_roundepi64_ps,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvt_roundepu64_pd,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvt_roundepu64_ps,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvt_roundpd_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvt_roundpd_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvt_roundps_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvt_roundps_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvtepi64_pd,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvtepi64_ps,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvtepu64_pd,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvtepu64_ps,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvtpd_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvtpd_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvtps_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvtps_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvtt_roundpd_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvtt_roundpd_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvtt_roundps_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvtt_roundps_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvttpd_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvttpd_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvttps_epi64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_cvttps_epu64,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_range_pd,avx512dq,False,stable,avx512dq.rs
_mm512_maskz_range_ps,avx512dq,False,stable,avx512dq.rs
